id,listing_id,category_id,sub_category_id,is_primary,created_at
fc000000-0000-0000-0000-000000001000,b38c39c0-b9f6-495f-b8be-a65b1c0b9221,8dcc57a0-79ac-45dd-9db0-efb3d1fd5299,f5aa12c0-a668-4178-b870-908ba1c7ac67,TRUE,2025-01-01 00:47:58
fc000000-0000-0000-0000-000000001001,c8f6989c-d785-4cf7-b127-b7ba288a3314,8dcc57a0-79ac-45dd-9db0-efb3d1fd5299,e8840113-28f3-4d0b-8d73-9f513c624c2a,TRUE,2025-01-01 00:47:58
fc000000-0000-0000-0000-000000001002,b297c5b9-82e3-4c3d-88fc-c509ae881207,8dcc57a0-79ac-45dd-9db0-efb3d1fd5299,e8840113-28f3-4d0b-8d73-9f513c624c2a,TRUE,2025-01-01 00:47:58
fc000000-0000-0000-0000-000000001003,6a8c08c9-ef66-48b0-a68e-e9e0b7b40fcc,8dcc57a0-79ac-45dd-9db0-efb3d1fd5299,f5aa12c0-a668-4178-b870-908ba1c7ac67,TRUE,2025-01-01 00:47:58
fc000000-0000-0000-0000-000000001004,afb4be0a-0173-4248-b0b9-9c7ba0e3ce8f,8dcc57a0-79ac-45dd-9db0-efb3d1fd5299,f5aa12c0-a668-4178-b870-908ba1c7ac67,TRUE,2025-01-01 00:47:58
fc000000-0000-0000-0000-000000001005,09378ed3-2aa4-4e45-bf5d-6a75d1bdb2f7,5f917eec-d4dc-40cb-94dd-b3272db3f858,2489267c-9b73-4948-a360-81d6ae8f9a8e,TRUE,2025-01-01 00:50:57
fc000000-0000-0000-0000-000000001006,b781fa76-8eaf-4cf9-a15c-b6a1c3503554,5f917eec-d4dc-40cb-94dd-b3272db3f858,,TRUE,2025-01-01 00:50:57
fc000000-0000-0000-0000-000000001007,0e50ed02-6937-4c8d-aa31-b4202a5f77cd,5f917eec-d4dc-40cb-94dd-b3272db3f858,bce1e994-acf3-4090-853f-efbc01836951,TRUE,2025-01-01 00:50:57
fc000000-0000-0000-0000-000000001008,7e62e026-71a1-4b49-971d-e8bcd1cc4e54,5f917eec-d4dc-40cb-94dd-b3272db3f858,ad3bee99-7863-4b55-aa09-b9754b160c47,TRUE,2025-01-01 00:50:57
fc000000-0000-0000-0000-000000001009,8a873fc8-8a68-461e-81f4-55d7f192f2b1,5f917eec-d4dc-40cb-94dd-b3272db3f858,bce1e994-acf3-4090-853f-efbc01836951,TRUE,2025-01-01 00:50:57
fc000000-0000-0000-0000-000000001010,fc244900-e4b1-4eec-8e70-eb778beac3a5,5f917eec-d4dc-40cb-94dd-b3272db3f858,ad3bee99-7863-4b55-aa09-b9754b160c47,TRUE,2025-01-01 00:50:57
fc000000-0000-0000-0000-000000001011,a6ae3e8e-b3da-4406-9a53-1f411523033b,5f917eec-d4dc-40cb-94dd-b3272db3f858,bce1e994-acf3-4090-853f-efbc01836951,TRUE,2025-01-01 00:50:57
fc000000-0000-0000-0000-000000001012,f610d893-650e-46e2-89a6-c50f59036275,5f917eec-d4dc-40cb-94dd-b3272db3f858,ad3bee99-7863-4b55-aa09-b9754b160c47,TRUE,2025-01-01 00:50:57
fc000000-0000-0000-0000-000000001013,1dac1aa2-22c2-41e9-a608-2ffb1cefdf84,5f917eec-d4dc-40cb-94dd-b3272db3f858,ad3bee99-7863-4b55-aa09-b9754b160c47,TRUE,2025-01-01 00:50:57
fc000000-0000-0000-0000-000000001014,1ee2cd39-dcf0-4e78-971d-967b8f1e2f12,5f917eec-d4dc-40cb-94dd-b3272db3f858,ad3bee99-7863-4b55-aa09-b9754b160c47,TRUE,2025-01-01 00:50:57
fc000000-0000-0000-0000-000000001015,1c97dc61-7708-4958-8222-3fe8fa9275bc,5f917eec-d4dc-40cb-94dd-b3272db3f858,6b91d57b-182a-454c-aabd-90cd85d7facf,TRUE,2025-01-01 00:58:11
fc000000-0000-0000-0000-000000001016,9ab139e7-cf16-4085-9352-c51d74e61115,5f917eec-d4dc-40cb-94dd-b3272db3f858,6b91d57b-182a-454c-aabd-90cd85d7facf,TRUE,2025-01-01 00:58:11
fc000000-0000-0000-0000-000000001017,ac303bf7-2a32-471d-9be1-a1dbb2e915e7,5f917eec-d4dc-40cb-94dd-b3272db3f858,6b91d57b-182a-454c-aabd-90cd85d7facf,TRUE,2025-01-01 00:58:11
fc000000-0000-0000-0000-000000001018,df361e73-da0e-4e50-992d-e95e57306357,8fb154e8-39fd-474e-b3d3-2c16d78ee53b,8b71db12-ffdc-45c5-a26d-7edf569bed1a,TRUE,2025-01-01 00:58:11
fc000000-0000-0000-0000-000000001019,c8bbd1a5-9676-4a19-b8c4-1b2f22fe8148,5dbe61d1-daa6-4f30-acba-d9094a3f9de3,0783cd92-0e29-4a26-8e41-aeb113b58a02,TRUE,2025-01-01 00:58:11
fc000000-0000-0000-0000-000000001020,88848236-153f-41d1-85cd-4a9001af249c,5dbe61d1-daa6-4f30-acba-d9094a3f9de3,1522d0f7-89af-4dda-a4b4-7ea0e46f0436,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001021,d96ac4e8-daa4-4d60-9a4d-f7dcb54412b7,5dbe61d1-daa6-4f30-acba-d9094a3f9de3,1522d0f7-89af-4dda-a4b4-7ea0e46f0436,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001022,d451263c-43df-4ba1-b652-cbac27ff7846,e5fcf8a7-cb34-4278-8082-a63b9d1856a9,eb979557-17dd-4e57-90ac-1854eece7765,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001023,a3d5f27f-978c-48e7-97cf-21e8aea6d359,e5fcf8a7-cb34-4278-8082-a63b9d1856a9,af6fc388-8923-42f1-b89d-72c96cdfa8a5,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001024,780dabc4-787e-4001-9c4b-a07c9874ffab,e5fcf8a7-cb34-4278-8082-a63b9d1856a9,183b53c1-251e-4d71-84ff-9744261a917e,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001025,499ed48e-a3e7-480e-900b-f384cd1ec21f,e5fcf8a7-cb34-4278-8082-a63b9d1856a9,eb979557-17dd-4e57-90ac-1854eece7765,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001026,fc554f5b-c10b-4835-b81b-6eb90deb8862,54babe4f-96f7-4e64-a219-73d52337d179,85148e4b-2e24-4675-8180-d8614d826d13,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001027,ab2c97a4-15c8-4105-902b-e6b961445825,e5fcf8a7-cb34-4278-8082-a63b9d1856a9,eb979557-17dd-4e57-90ac-1854eece7765,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001028,0fe579f2-a816-4116-a312-a340923dbfe6,e5fcf8a7-cb34-4278-8082-a63b9d1856a9,eb979557-17dd-4e57-90ac-1854eece7765,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001029,a0160a9a-fe08-485e-9592-67df5f2e6235,54babe4f-96f7-4e64-a219-73d52337d179,85148e4b-2e24-4675-8180-d8614d826d13,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001030,ba736baa-47d2-4b53-8969-661dbce6e6a1,0986f242-a7aa-4df0-bb46-d1f3e5c64cf8,6d04e84f-b2b7-467e-87cc-e8815a67f6f7,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001031,f943babd-ea6a-444b-b645-315f491c40a6,e5fcf8a7-cb34-4278-8082-a63b9d1856a9,eb979557-17dd-4e57-90ac-1854eece7765,TRUE,2025-01-01 00:08:25
fc000000-0000-0000-0000-000000001032,e277efc3-55a1-40a9-8fad-b3149ffe9d2f,197fcbc8-7a73-40b5-802f-fa829cd49329,7aca039e-d723-43a5-b97d-b54b07fc5373,TRUE,2025-01-01 00:09:30
fc000000-0000-0000-0000-000000001033,347dcb07-5002-4376-b056-fc37fe48eac8,d6a47d18-5c17-48fb-9992-be67d2da891b,da3708fc-b61e-421e-b7c0-a6c5d3c31779,TRUE,2025-01-01 00:09:30
fc000000-0000-0000-0000-000000001034,4024b1c9-12fd-451e-8a5f-0a5025e55819,56c873fb-d05a-475b-9c58-8e43efcba0b2,dd36eb28-6b48-4071-aa16-f4fbaf70315e,TRUE,2025-01-01 00:09:30
fc000000-0000-0000-0000-000000001035,8be9d5c3-86aa-4cd5-be33-3b39dfd647fa,e5fcf8a7-cb34-4278-8082-a63b9d1856a9,eb979557-17dd-4e57-90ac-1854eece7765,TRUE,2025-01-01 00:09:30
fc000000-0000-0000-0000-000000001036,bb0d140f-d9e5-4b4a-8182-4376a439422f,d6a47d18-5c17-48fb-9992-be67d2da891b,6be59dfe-ed4a-4258-a31a-b9025a6a9f88,TRUE,2025-01-01 00:09:30
fc000000-0000-0000-0000-000000001037,d93c950c-ab6f-4a07-b92b-33b89adc419b,2a186b71-b6dd-44ce-affb-88b8d16eb578,e283b52f-d6f1-47d1-bf10-08d6c5af6a60,TRUE,2025-01-01 00:09:30
fc000000-0000-0000-0000-000000001038,243ecbfb-c97d-42f8-b56c-31ca4f742263,197fcbc8-7a73-40b5-802f-fa829cd49329,7aca039e-d723-43a5-b97d-b54b07fc5373,TRUE,2025-01-01 00:09:30
fc000000-0000-0000-0000-000000001039,5b707bb6-7325-4cd8-961e-8eff582d5328,7c844539-83eb-4880-b86c-dd05973f0e0a,b8cbc705-1090-4947-8783-70ce2ee9df2a,TRUE,2025-01-01 00:09:30
fc000000-0000-0000-0000-000000001040,f796a38b-1d81-4e48-ad0c-4ebeb485b41d,197fcbc8-7a73-40b5-802f-fa829cd49329,7aca039e-d723-43a5-b97d-b54b07fc5373,TRUE,2025-01-01 00:09:30
fc000000-0000-0000-0000-000000001041,e909318a-6b26-4da4-a189-c7e5e01c2226,70f60247-60d3-4bce-87a8-ef397833ede6,f9d715bc-2a94-46dc-aedd-d566fe5fca63,TRUE,2025-01-01 00:09:30
fc000000-0000-0000-0000-000000001042,ad81abe8-369b-42cc-b233-fa5e90258116,5f917eec-d4dc-40cb-94dd-b3272db3f858,b1aaab67-e072-48b8-8c61-539917206eec,TRUE,2025-01-01 00:50:57
fc000000-0000-0000-0000-000000001043,98ecc642-3342-4704-bc19-7da7d34461df,5f917eec-d4dc-40cb-94dd-b3272db3f858,b7b9056e-343d-4903-8c65-373151880714,TRUE,2025-01-01 00:55:53
fc000000-0000-0000-0000-000000001044,290bec96-ad40-46e1-ad88-33c3cf6536b9,5f917eec-d4dc-40cb-94dd-b3272db3f858,5aea2c49-62ea-4875-a90a-440920bd2e60,TRUE,2025-01-01 00:55:53
fc000000-0000-0000-0000-000000001045,0ce95acf-1221-45aa-ae6a-d496a33d1fa8,5f917eec-d4dc-40cb-94dd-b3272db3f858,ad3bee99-7863-4b55-aa09-b9754b160c47,TRUE,2025-01-01 00:58:11
fc000000-0000-0000-0000-000000001046,3d7a177b-20bf-4b7d-a8a1-7c3514daa4a5,5f917eec-d4dc-40cb-94dd-b3272db3f858,5aea2c49-62ea-4875-a90a-440920bd2e60,TRUE,2025-01-01 00:58:11
fc000000-0000-0000-0000-000000001047,2155ba74-85c2-4123-9485-75b3c9e07def,10bbf5a6-0d2a-4f76-9579-c153cfc4542f,41a7b674-be1f-4204-80c5-974f9ba24d39,TRUE,2025-01-01 00:58:11
fc000000-0000-0000-0000-000000001048,a61d62b8-582d-4179-9603-789f0ee2bece,5f917eec-d4dc-40cb-94dd-b3272db3f858,ad3bee99-7863-4b55-aa09-b9754b160c47,TRUE,2025-01-01 00:58:11
